Ganancia,Diversidad
-2.33965138E8,-0.9704139585472524,
-2.39154932E8,-0.9699921543686888,
-2.662209852E8,-0.9462450085614873,
-2.43123598E8,-0.969570350190125,
-2.701896512E8,-0.9458232043829237,
-2.931957964200001E8,-0.9220760585757222,
-2.5797384695999998E8,-0.9516439266082152,
-2.610311912E8,-0.9466668127400509,
-3.0407737938E8,-0.9045714391723759,
-2.511507596E8,-0.96060713839917,
-3.0122295802E8,-0.9131128467847671,
-2.8107123415999997E8,-0.9283185849795773,
-2.5400518095999998E8,-0.9520657307867788,
-3.0804604538E8,-0.9041496349938122,
-2.9628356772E8,-0.913534650963331,
-2.732774225E8,-0.9372817967705324,
-2.471820936E8,-0.9610289425777337,
-2.1827759136E8,-0.9797135667934166,
-1.65548218E8,-0.993189921515687,
-3.2563897996000004E8,-0.8804024891866108,
-3.188158926E8,-0.8893657009775656,
-1.94969276E8,-0.983468509090959,
-3.30856635E8,-0.8714392773956557,
-3.32350057E8,-0.8624760656047007,
-1.796810196E8,-0.990278587575272,
-3.1326370041999996E8,-0.8951864232028571,
-2.0698215736E8,-0.980557175150544,
-2.1308779736E8,-0.9801353709719803,
-2.8503990015999997E8,-0.9278967808010137,
-2.33965138E8,-0.9704139585472524,
-2.39154932E8,-0.9699921543686888,
-2.662209852E8,-0.9462450085614873,
-2.43123598E8,-0.969570350190125,
-2.701896512E8,-0.9458232043829237,
-2.931957964200001E8,-0.9220760585757222,
-2.5797384695999998E8,-0.9516439266082152,
-2.610311912E8,-0.9466668127400509,
-3.0407737938E8,-0.9045714391723759,
-2.511507596E8,-0.96060713839917,
-3.0122295802E8,-0.9131128467847671,
-2.8107123415999997E8,-0.9283185849795773,
-2.5400518095999998E8,-0.9520657307867788,
-3.0804604538E8,-0.9041496349938122,
-2.9628356772E8,-0.913534650963331,
-2.732774225E8,-0.9372817967705324,
-2.471820936E8,-0.9610289425777337,
-2.1827759136E8,-0.9797135667934166,
-1.65548218E8,-0.993189921515687,
-3.2563897996000004E8,-0.8804024891866108,
-3.188158926E8,-0.8893657009775656,
-1.94969276E8,-0.983468509090959,
-3.30856635E8,-0.8714392773956557,
-3.32350057E8,-0.8624760656047007,
-1.796810196E8,-0.990278587575272,
-3.1326370041999996E8,-0.8951864232028571,
-1.65548218E8,-0.993189921515687,
-1.65548218E8,-0.993189921515687,
-1.65548218E8,-0.993189921515687,
-1.65548218E8,-0.993189921515687,
-1.47562034E8,-0.9999999999999999,
-1.47562034E8,-0.9999999999999999,
-1.65548218E8,-0.993189921515687,
-1.65548218E8,-0.993189921515687,
-1.796810196E8,-0.990278587575272,
-1.94969276E8,-0.983468509090959,
-1.857866596E8,-0.9898567833967084,
-2.701896512E8,-0.9458232043829237,
-2.43123598E8,-0.969570350190125,
-2.1827759136E8,-0.9797135667934166,
-2.8922713042E8,-0.9224978627542858,
-1.857866596E8,-0.9898567833967084,
-1.94969276E8,-0.983468509090959,
-1.796810196E8,-0.990278587575272,
-2.01074916E8,-0.9830467049123953,
-2.33965138E8,-0.9704139585472524,
-2.610311912E8,-0.9466668127400509,
-2.01074916E8,-0.9830467049123953,
-2.8922713042E8,-0.9224978627542858,
-2.39154932E8,-0.9699921543686888,
-2.662209852E8,-0.9462450085614873,
-2.33965138E8,-0.9704139585472524,
-2.610311912E8,-0.9466668127400509,
-2.39154932E8,-0.9699921543686888,
-2.662209852E8,-0.9462450085614873,
-2.1827759136E8,-0.9797135667934166,
-2.43123598E8,-0.969570350190125,
-2.701896512E8,-0.9458232043829237,
-1.47562034E8,-0.9999999999999999,
-1.65548218E8,-0.993189921515687,
-1.857866596E8,-0.9898567833967084,
-1.94969276E8,-0.983468509090959,
-1.796810196E8,-0.990278587575272,
-2.01074916E8,-0.9830467049123953,
-2.8922713042E8,-0.9224978627542858,
-2.610311912E8,-0.9466668127400509,
-2.33965138E8,-0.9704139585472524,
-2.39154932E8,-0.9699921543686888,
-2.662209852E8,-0.9462450085614873,
-2.1827759136E8,-0.9797135667934166,
-2.43123598E8,-0.969570350190125,
-2.701896512E8,-0.9458232043829237,
-1.47562034E8,-0.9999999999999999,
-1.65548218E8,-0.993189921515687,
-1.857866596E8,-0.9898567833967084,
-1.94969276E8,-0.983468509090959,
-1.796810196E8,-0.990278587575272,
-2.01074916E8,-0.9830467049123953,
-2.8922713042E8,-0.9224978627542858,
-2.33965138E8,-0.9704139585472524,
-2.610311912E8,-0.9466668127400509,
-2.39154932E8,-0.9699921543686888,
-2.662209852E8,-0.9462450085614873,
-2.1827759136E8,-0.9797135667934166,
-2.43123598E8,-0.969570350190125,
-2.701896512E8,-0.9458232043829237,
-1.47562034E8,-0.9999999999999999,
-1.65548218E8,-0.993189921515687,
-3.188158926E8,-0.8893657009775656,
-3.188158926E8,-0.8893657009775656,
-3.0122295802E8,-0.9131128467847671,
-2.471820936E8,-0.9610289425777337,
-2.701896512E8,-0.9458232043829237,
-2.782168128E8,-0.9368599925919686,
-2.43123598E8,-0.969570350190125,
-2.511507596E8,-0.96060713839917,
-2.610311912E8,-0.9466668127400509,
-2.33965138E8,-0.9704139585472524,
-2.732774225E8,-0.9372817967705324,
-2.9628356772E8,-0.913534650963331,
-3.0122295802E8,-0.9131128467847671,
-2.39154932E8,-0.9699921543686888,
-2.662209852E8,-0.9462450085614873,
-2.43123598E8,-0.969570350190125,
-2.471820936E8,-0.9610289425777337,
-2.33965138E8,-0.9704139585472524,
-2.610311912E8,-0.9466668127400509,
-2.39154932E8,-0.9699921543686888,
-2.662209852E8,-0.9462450085614873,
-2.742481468E8,-0.9372817967705322,
-2.701896512E8,-0.9458232043829237,
-2.9628356772E8,-0.913534650963331,
-2.732774225E8,-0.9372817967705324,
-2.742481468E8,-0.9372817967705322,
-2.511507596E8,-0.96060713839917,
-2.782168128E8,-0.9368599925919686,
-3.188158926E8,-0.8893657009775656,
-3.0122295802E8,-0.9131128467847671,
-2.43123598E8,-0.969570350190125,
-2.471820936E8,-0.9610289425777337,
-2.33965138E8,-0.9704139585472524,
-2.610311912E8,-0.9466668127400509,
-2.39154932E8,-0.9699921543686888,
-2.662209852E8,-0.9462450085614873,
-2.701896512E8,-0.9458232043829237,
-2.9628356772E8,-0.913534650963331,
-2.732774225E8,-0.9372817967705324,
-2.742481468E8,-0.9372817967705322,
-3.188158926E8,-0.8893657009775656,
-3.188158926E8,-0.8893657009775656,
-3.0122295802E8,-0.9131128467847671,
-2.701896512E8,-0.9458232043829237,
-2.511507596E8,-0.96060713839917,
-2.43123598E8,-0.969570350190125,
-2.732774225E8,-0.9372817967705324,
-2.610311912E8,-0.9466668127400509,
-2.33965138E8,-0.9704139585472524,
-3.0122295802E8,-0.9131128467847671,
-2.39154932E8,-0.9699921543686888,
-2.662209852E8,-0.9462450085614873,
-2.33965138E8,-0.9704139585472524,
-2.610311912E8,-0.9466668127400509,
-2.39154932E8,-0.9699921543686888,
-2.662209852E8,-0.9462450085614873,
-2.471820936E8,-0.9610289425777337,
-2.742481468E8,-0.9372817967705322,
-2.43123598E8,-0.969570350190125,
-2.701896512E8,-0.9458232043829237,
-2.732774225E8,-0.9372817967705324,
-2.471820936E8,-0.9610289425777337,
-2.742481468E8,-0.9372817967705322,
-2.511507596E8,-0.96060713839917,
-3.188158926E8,-0.8893657009775656,
-3.0122295802E8,-0.9131128467847671,
-2.610311912E8,-0.9466668127400509,
-2.33965138E8,-0.9704139585472524,
-2.39154932E8,-0.9699921543686888,
-2.662209852E8,-0.9462450085614873,
-2.43123598E8,-0.969570350190125,
-2.701896512E8,-0.9458232043829237,
-2.732774225E8,-0.9372817967705324,
-2.471820936E8,-0.9610289425777337,
-2.742481468E8,-0.9372817967705322,
-2.511507596E8,-0.96060713839917,
-3.188158926E8,-0.8893657009775656,
-3.0122295802E8,-0.9131128467847671,
-2.33965138E8,-0.9704139585472524,
-2.610311912E8,-0.9466668127400509,
-2.39154932E8,-0.9699921543686888,
-2.662209852E8,-0.9462450085614873,
-2.43123598E8,-0.969570350190125,
-2.701896512E8,-0.9458232043829237,
-2.732774225E8,-0.9372817967705324,
-2.471820936E8,-0.9610289425777337,
-2.742481468E8,-0.9372817967705322,
-2.511507596E8,-0.96060713839917,
-3.188158926E8,-0.8893657009775656,
-1.65548218E8,-0.993189921515687,
-1.65548218E8,-0.993189921515687,
-1.796810196E8,-0.990278587575272,
-1.857866596E8,-0.9898567833967084,
-1.857866596E8,-0.9898567833967084,
-1.796810196E8,-0.990278587575272,
-1.65548218E8,-0.993189921515687,
-1.857866596E8,-0.9898567833967084,
-1.796810196E8,-0.990278587575272,
-1.65548218E8,-0.993189921515687,
-1.857866596E8,-0.9898567833967084,
-1.796810196E8,-0.990278587575272,
-1.94969276E8,-0.983468509090959,
-2.701896512E8,-0.9458232043829237,
-2.43123598E8,-0.969570350190125,
-2.1827759136E8,-0.9797135667934166,
-2.8922713042E8,-0.9224978627542858,
-1.94969276E8,-0.983468509090959,
-2.01074916E8,-0.9830467049123953,
-2.1308779736E8,-0.9801353709719803,
-2.8922713042E8,-0.9224978627542858,
-2.39154932E8,-0.9699921543686888,
-2.662209852E8,-0.9462450085614873,
-2.01074916E8,-0.9830467049123953,
-2.43123598E8,-0.969570350190125,
-2.701896512E8,-0.9458232043829237,
-2.1308779736E8,-0.9801353709719803,
-2.305851457E8,-0.9704139585472525,
-2.39154932E8,-0.9699921543686888,
-2.662209852E8,-0.9462450085614873,
-2.1827759136E8,-0.9797135667934166,
-2.305851457E8,-0.9704139585472525,
-1.94969276E8,-0.983468509090959,
-2.8922713042E8,-0.9224978627542858,
-2.01074916E8,-0.9830467049123953,
-2.43123598E8,-0.969570350190125,
-2.701896512E8,-0.9458232043829237,
-2.1308779736E8,-0.9801353709719803,
-2.39154932E8,-0.9699921543686888,
-2.662209852E8,-0.9462450085614873,
-2.1827759136E8,-0.9797135667934166,
-2.305851457E8,-0.9704139585472525,
-1.94969276E8,-0.983468509090959,
-2.8922713042E8,-0.9224978627542858,
-2.01074916E8,-0.9830467049123953,
-2.43123598E8,-0.969570350190125,
-2.701896512E8,-0.9458232043829237,
-2.1308779736E8,-0.9801353709719803,
-2.39154932E8,-0.9699921543686888,
-2.662209852E8,-0.9462450085614873,
-2.1827759136E8,-0.9797135667934166,
-2.305851457E8,-0.9704139585472525,
-1.94969276E8,-0.983468509090959,
-2.01074916E8,-0.9830467049123953,
-2.43123598E8,-0.969570350190125,
-2.701896512E8,-0.9458232043829237,
-2.1308779736E8,-0.9801353709719803,
-2.39154932E8,-0.9699921543686888,
-2.662209852E8,-0.9462450085614873,
-3.188158926E8,-0.8893657009775656,
-3.188158926E8,-0.8893657009775656,
-3.0122295802E8,-0.9131128467847671,
-2.701896512E8,-0.9458232043829237,
-2.43123598E8,-0.969570350190125,
-2.511507596E8,-0.96060713839917,
-2.732774225E8,-0.9372817967705324,
-2.9628356772E8,-0.913534650963331,
-2.33965138E8,-0.9704139585472524,
-2.610311912E8,-0.9466668127400509,
-3.0122295802E8,-0.9131128467847671,
-2.39154932E8,-0.9699921543686888,
-2.662209852E8,-0.9462450085614873,
-2.33965138E8,-0.9704139585472524,
-2.610311912E8,-0.9466668127400509,
-2.39154932E8,-0.9699921543686888,
-2.662209852E8,-0.9462450085614873,
-2.471820936E8,-0.9610289425777337,
-2.43123598E8,-0.969570350190125,
-2.701896512E8,-0.9458232043829237,
-2.9628356772E8,-0.913534650963331,
-2.732774225E8,-0.9372817967705324,
-2.471820936E8,-0.9610289425777337,
-2.511507596E8,-0.96060713839917,
-3.188158926E8,-0.8893657009775656,
-3.0122295802E8,-0.9131128467847671,
-2.610311912E8,-0.9466668127400509,
-2.33965138E8,-0.9704139585472524,
-2.39154932E8,-0.9699921543686888,
-2.662209852E8,-0.9462450085614873,
-2.43123598E8,-0.969570350190125,
-2.701896512E8,-0.9458232043829237,
-2.9628356772E8,-0.913534650963331,
-2.732774225E8,-0.9372817967705324,
-2.471820936E8,-0.9610289425777337,
-2.511507596E8,-0.96060713839917,
-3.188158926E8,-0.8893657009775656,
-3.0122295802E8,-0.9131128467847671,
-2.610311912E8,-0.9466668127400509,
-2.33965138E8,-0.9704139585472524,
-2.39154932E8,-0.9699921543686888,
-2.662209852E8,-0.9462450085614873,
-2.43123598E8,-0.969570350190125,
-2.701896512E8,-0.9458232043829237,
-2.9628356772E8,-0.913534650963331,
-2.732774225E8,-0.9372817967705324,
-2.471820936E8,-0.9610289425777337,
-2.511507596E8,-0.96060713839917,
-3.188158926E8,-0.8893657009775656,
-3.0122295802E8,-0.9131128467847671,
-1.94969276E8,-0.983468509090959,
-1.94969276E8,-0.983468509090959,
-2.01074916E8,-0.9830467049123953,
-2.610311912E8,-0.9466668127400509,
-2.33965138E8,-0.9704139585472524,
-2.01074916E8,-0.9830467049123953,
-2.33965138E8,-0.9704139585472524,
-2.610311912E8,-0.9466668127400509,
-1.94969276E8,-0.983468509090959,
-2.01074916E8,-0.9830467049123953,
-2.33965138E8,-0.9704139585472524,
-2.610311912E8,-0.9466668127400509,
-1.94969276E8,-0.983468509090959,
-2.01074916E8,-0.9830467049123953,
-2.33965138E8,-0.9704139585472524,
-2.610311912E8,-0.9466668127400509,
-1.94969276E8,-0.983468509090959,
-2.01074916E8,-0.9830467049123953,
-2.33965138E8,-0.9704139585472524,
-2.610311912E8,-0.9466668127400509,
-3.188158926E8,-0.8893657009775656,
-3.188158926E8,-0.8893657009775656,
-1.94969276E8,-0.983468509090959,
-3.0122295802E8,-0.9131128467847671,
-2.701896512E8,-0.9458232043829237,
-2.43123598E8,-0.969570350190125,
-2.511507596E8,-0.96060713839917,
-1.94969276E8,-0.983468509090959,
-2.1827759136E8,-0.9797135667934166,
-2.0698215736E8,-0.980557175150544,
-2.01074916E8,-0.9830467049123953,
-2.2996861096000004E8,-0.9729034883091038,
-2.33965138E8,-0.9704139585472524,
-2.610311912E8,-0.9466668127400509,
-2.732774225E8,-0.9372817967705324,
-2.9628356772E8,-0.913534650963331,
-2.1308779736E8,-0.9801353709719803,
-2.01074916E8,-0.9830467049123953,
-2.0698215736E8,-0.980557175150544,
-3.0122295802E8,-0.9131128467847671,
-2.39154932E8,-0.9699921543686888,
-2.1308779736E8,-0.9801353709719803,
-2.662209852E8,-0.9462450085614873,
-2.2996861096000004E8,-0.9729034883091038,
-2.610311912E8,-0.9466668127400509,
-2.33965138E8,-0.9704139585472524,
-2.39154932E8,-0.9699921543686888,
-2.662209852E8,-0.9462450085614873,
-2.471820936E8,-0.9610289425777337,
-2.43123598E8,-0.969570350190125,
-2.701896512E8,-0.9458232043829237,
-2.9628356772E8,-0.913534650963331,
-2.732774225E8,-0.9372817967705324,
-2.471820936E8,-0.9610289425777337,
-2.1827759136E8,-0.9797135667934166,
-2.511507596E8,-0.96060713839917,
-3.188158926E8,-0.8893657009775656,
-1.94969276E8,-0.983468509090959,
-2.01074916E8,-0.9830467049123953,
-2.0698215736E8,-0.980557175150544,
-3.0122295802E8,-0.9131128467847671,
-2.1308779736E8,-0.9801353709719803,
-2.2996861096000004E8,-0.9729034883091038,
-2.610311912E8,-0.9466668127400509,
-2.33965138E8,-0.9704139585472524,
-2.39154932E8,-0.9699921543686888,
-2.662209852E8,-0.9462450085614873,
-2.43123598E8,-0.969570350190125,
-2.701896512E8,-0.9458232043829237,
-2.9628356772E8,-0.913534650963331,
-2.732774225E8,-0.9372817967705324,
-2.471820936E8,-0.9610289425777337,
-2.1827759136E8,-0.9797135667934166,
-2.511507596E8,-0.96060713839917,
-3.188158926E8,-0.8893657009775656,
-1.94969276E8,-0.983468509090959,
-1.47562034E8,-0.9999999999999999,
-1.47562034E8,-0.9999999999999999,
-3.61382699E8,-0.6904253227289988,
-1.65548218E8,-0.993189921515687,
-1.65548218E8,-0.993189921515687,
-1.796810196E8,-0.990278587575272,
-3.2563897996000004E8,-0.8804024891866108,
-3.57649144E8,-0.7347771247777383,
-2.01074916E8,-0.9830467049123953,
-3.188158926E8,-0.8893657009775656,
-3.59142566E8,-0.7199931907614917,
-3.59142566E8,-0.7199931907614917,
-3.6041197470000005E8,-0.7052092567452451,
-3.30856635E8,-0.8714392773956557,
-3.2563897996000004E8,-0.8804024891866108,
-3.6041197470000005E8,-0.7052092567452451,
-3.392823834E8,-0.8387289197974992,
-3.188158926E8,-0.8893657009775656,
-3.464442695400001E8,-0.8060185621993426,
-1.94969276E8,-0.983468509090959,
-1.857866596E8,-0.9898567833967084,
-2.8107123415999997E8,-0.9283185849795773,
-2.701896512E8,-0.9458232043829237,
-3.0407737938E8,-0.9045714391723759,
-2.43123598E8,-0.969570350190125,
-3.0122295802E8,-0.9131128467847671,
-2.511507596E8,-0.96060713839917,
-1.857866596E8,-0.9898567833967084,
-1.94969276E8,-0.983468509090959,
-2.1827759136E8,-0.9797135667934166,
-2.610311912E8,-0.9466668127400509,
-1.796810196E8,-0.990278587575272,
-2.01074916E8,-0.9830467049123953,
-3.0804604538E8,-0.9041496349938122,
-3.1326370041999996E8,-0.8951864232028571,
-2.8503990015999997E8,-0.9278967808010137,
-3.30856635E8,-0.8714392773956557,
-3.32350057E8,-0.8624760656047007,
-3.32350057E8,-0.8624760656047007,
-3.486844025400001E8,-0.7822714163921413,
-3.464442695400001E8,-0.8060185621993426,
-3.420452141E8,-0.8149817739902976,
-2.33965138E8,-0.9704139585472524,
-2.732774225E8,-0.9372817967705324,
-3.3459019E8,-0.8445496420227906,
-3.51921006E8,-0.7733082046011862,
-3.4741499384000003E8,-0.7970553504083876,
-3.479376915400001E8,-0.7912346281830961,
-3.3361946570000005E8,-0.8535128538137456,
-3.1326370041999996E8,-0.8951864232028571,
-3.53414428E8,-0.7585242705849397,
-3.521724075400001E8,-0.7674874823758947,
-3.405517921E8,-0.8297657080065441,
-3.5463655384000003E8,-0.7437403365686932,
-2.39154932E8,-0.9699921543686888,
-2.662209852E8,-0.9462450085614873,
-3.405517921E8,-0.8297657080065441,
-3.392823834E8,-0.8387289197974992,
-3.3361946570000005E8,-0.8535128538137456,
-3.521724075400001E8,-0.7674874823758947,
-3.53414428E8,-0.7585242705849397,
-3.4741499384000003E8,-0.7970553504083876,
-3.479376915400001E8,-0.7912346281830961,
-3.3406472836E8,-0.8476921315884542,
-3.3459019E8,-0.8445496420227906,
-3.4890841584000003E8,-0.782271416392141,
-2.8503990015999997E8,-0.9278967808010137,
-3.420452141E8,-0.8149817739902976,
-2.33965138E8,-0.9704139585472524,
-2.39154932E8,-0.9699921543686888,
-2.662209852E8,-0.9462450085614873,
-3.5468383670000005E8,-0.7437403365686931,
-2.471820936E8,-0.9610289425777337,
-3.57649144E8,-0.7347771247777383,
-2.43123598E8,-0.969570350190125,
-2.701896512E8,-0.9458232043829237,
-2.610311912E8,-0.9466668127400509,
-3.0407737938E8,-0.9045714391723759,
-2.511507596E8,-0.96060713839917,
-3.0122295802E8,-0.9131128467847671,
-2.8107123415999997E8,-0.9283185849795773,
-2.732774225E8,-0.9372817967705324,
-3.0804604538E8,-0.9041496349938122,
-3.3406472836E8,-0.8476921315884542,
-3.51921006E8,-0.7733082046011862,
-2.471820936E8,-0.9610289425777337,
-3.5463655384000003E8,-0.7437403365686932,
-2.1827759136E8,-0.9797135667934166,
-3.5468383670000005E8,-0.7437403365686931,
-1.47562034E8,-0.9999999999999999,
-3.6041197470000005E8,-0.7052092567452451,
-1.65548218E8,-0.993189921515687,
-3.59142566E8,-0.7199931907614917,
-3.2563897996000004E8,-0.8804024891866108,
-3.188158926E8,-0.8893657009775656,
-1.857866596E8,-0.9898567833967084,
-1.94969276E8,-0.983468509090959,
-1.796810196E8,-0.990278587575272,
-2.01074916E8,-0.9830467049123953,
-3.30856635E8,-0.8714392773956557,
-3.32350057E8,-0.8624760656047007,
-3.464442695400001E8,-0.8060185621993426,
-3.1326370041999996E8,-0.8951864232028571,
-3.405517921E8,-0.8297657080065441,
-3.392823834E8,-0.8387289197974992,
-3.3361946570000005E8,-0.8535128538137456,
-3.521724075400001E8,-0.7674874823758947,
-3.53414428E8,-0.7585242705849397,
-3.4741499384000003E8,-0.7970553504083876,
-3.479376915400001E8,-0.7912346281830961,
-3.3459019E8,-0.8445496420227906,
-2.8503990015999997E8,-0.9278967808010137,
-3.420452141E8,-0.8149817739902976,
-2.33965138E8,-0.9704139585472524,
-2.39154932E8,-0.9699921543686888,
-2.662209852E8,-0.9462450085614873,
-3.57649144E8,-0.7347771247777383,
-2.43123598E8,-0.969570350190125,
-2.701896512E8,-0.9458232043829237,
-2.610311912E8,-0.9466668127400509,
-3.0407737938E8,-0.9045714391723759,
-2.511507596E8,-0.96060713839917,
-3.0122295802E8,-0.9131128467847671,
-2.8107123415999997E8,-0.9283185849795773,
-2.732774225E8,-0.9372817967705324,
-3.0804604538E8,-0.9041496349938122,
-3.3406472836E8,-0.8476921315884542,
-3.51921006E8,-0.7733082046011862,
-2.471820936E8,-0.9610289425777337,
-3.5463655384000003E8,-0.7437403365686932,
-2.1827759136E8,-0.9797135667934166,
-3.5468383670000005E8,-0.7437403365686931,
-1.47562034E8,-0.9999999999999999,
-3.6041197470000005E8,-0.7052092567452451,
-1.65548218E8,-0.993189921515687,
-3.59142566E8,-0.7199931907614917,
-3.2563897996000004E8,-0.8804024891866108,
-3.188158926E8,-0.8893657009775656,
-1.857866596E8,-0.9898567833967084,
-1.94969276E8,-0.983468509090959,
-1.796810196E8,-0.990278587575272,
-2.01074916E8,-0.9830467049123953,
-3.30856635E8,-0.8714392773956557,
-2.701896512E8,-0.9458232043829237,
-2.43123598E8,-0.969570350190125,
-2.33965138E8,-0.9704139585472524,
-2.610311912E8,-0.9466668127400509,
-2.39154932E8,-0.9699921543686888,
-2.662209852E8,-0.9462450085614873,
-2.610311912E8,-0.9466668127400509,
-2.33965138E8,-0.9704139585472524,
-2.39154932E8,-0.9699921543686888,
-2.662209852E8,-0.9462450085614873,
-2.43123598E8,-0.969570350190125,
-2.701896512E8,-0.9458232043829237,
-2.33965138E8,-0.9704139585472524,
-2.610311912E8,-0.9466668127400509,
-2.39154932E8,-0.9699921543686888,
-2.662209852E8,-0.9462450085614873,
-2.43123598E8,-0.969570350190125,
-2.701896512E8,-0.9458232043829237,
-2.610311912E8,-0.9466668127400509,
-2.33965138E8,-0.9704139585472524,
-2.39154932E8,-0.9699921543686888,
-2.662209852E8,-0.9462450085614873,
-2.43123598E8,-0.969570350190125,
-2.701896512E8,-0.9458232043829237,
-3.0122295802E8,-0.9131128467847671,
-2.701896512E8,-0.9458232043829237,
-2.782168128E8,-0.9368599925919686,
-2.43123598E8,-0.969570350190125,
-2.511507596E8,-0.96060713839917,
-2.8922713042E8,-0.9224978627542858,
-2.33965138E8,-0.9704139585472524,
-2.610311912E8,-0.9466668127400509,
-2.732774225E8,-0.9372817967705324,
-2.9628356772E8,-0.913534650963331,
-2.8922713042E8,-0.9224978627542858,
-3.0122295802E8,-0.9131128467847671,
-2.39154932E8,-0.9699921543686888,
-2.662209852E8,-0.9462450085614873,
-2.610311912E8,-0.9466668127400509,
-2.33965138E8,-0.9704139585472524,
-2.39154932E8,-0.9699921543686888,
-2.662209852E8,-0.9462450085614873,
-2.9725429202000004E8,-0.9135346509633308,
-2.471820936E8,-0.9610289425777337,
-2.742481468E8,-0.9372817967705322,
-2.43123598E8,-0.969570350190125,
-2.701896512E8,-0.9458232043829237,
-2.9628356772E8,-0.913534650963331,
-2.732774225E8,-0.9372817967705324,
-2.471820936E8,-0.9610289425777337,
-2.742481468E8,-0.9372817967705322,
-2.9725429202000004E8,-0.9135346509633308,
-2.511507596E8,-0.96060713839917,
-2.782168128E8,-0.9368599925919686,
-2.8922713042E8,-0.9224978627542858,
-3.0122295802E8,-0.9131128467847671,
-2.33965138E8,-0.9704139585472524,
-2.610311912E8,-0.9466668127400509,
-2.39154932E8,-0.9699921543686888,
-2.662209852E8,-0.9462450085614873,
-2.43123598E8,-0.969570350190125,
-2.701896512E8,-0.9458232043829237,
-2.9628356772E8,-0.913534650963331,
-2.732774225E8,-0.9372817967705324,
-2.471820936E8,-0.9610289425777337,
-2.9725429202000004E8,-0.9135346509633308,
-2.742481468E8,-0.9372817967705322,
-2.511507596E8,-0.96060713839917,
-2.782168128E8,-0.9368599925919686,
-2.8922713042E8,-0.9224978627542858,
-3.0122295802E8,-0.9131128467847671,
-2.610311912E8,-0.9466668127400509,
-2.33965138E8,-0.9704139585472524,
-2.39154932E8,-0.9699921543686888,
-2.662209852E8,-0.9462450085614873,
